title,year,doi,tags,phase,screening_status,excl_reasons
Micro And Nanotechnology Applications For Space Micropropulsion,NA,10.1007/3-540-29339-6_9,{},classifier round 2b,excluded,"{""ESI data not used"",""Data is not valued""}"
"Study Of Soil Erosion By Using Remote Sensing And Gis Techniques In Sone Command Area In Bihar, India",2022,10.1016/j.matpr.2022.04.739,{},sample 1000,excluded,"{""Data is not valued""}"
"Research On The Siting Of Rural Public Cultural Space Based On The Path-Clustering Algorithm: A Case Study Of Yumin Township, Yushu City, Jilin Province, China",2023,10.3390/su15031999,{},classifier excl sample,excluded,"{""Data is not valued""}"
"Variations Of Ecosystem Service Value In Response To Land-Use Change In The Kashgar Region, Northwest China",2018,10.3390/su10010200,{},sample 1000,excluded,"{""Data is not valued""}"
Passive Monitoring Of Mental Health Status In The Criminal Forensic Population,2019,10.29158/jaapl.003865-19,{},sample 1000,excluded,"{""ESI data not used""}"
Remote Sensing In Microwave And Gamma Ranges For The Monitoring Of Soil Water Content Of The Root Zone,NA,10.1080/01431161.2013.793863,{},classifier round 2b,excluded,{Validation/calibration}
The Responses Of Ecosystem Services To Land-Use Change In Dianshan Lake Area From 1984 To 2014,2019,10.5846/stxb201801220166,{},sample 1000,excluded,"{""Data is not valued""}"
Impact Of The Transport Of Aerosols From The Free Troposphere Towards The Boundary Layer On The Air Quality In The Paris Area,2008,10.1016/j.atmosenv.2007.09.044,{},sample 1000,excluded,"{""Data is not valued""}"
Descriptor-Based Methodology For Statistical Characterization And 3d Reconstruction Of Microstructural Materials,NA,10.1016/j.commatsci.2013.12.046,{},classifier round 2b,excluded,"{""ESI data not used""}"
Rotavirus Burden Among Children In The Newly Independent States Of The Former Union Of Soviet Socialist Republics: Literature Review And First-Year Results From The Rotavirus Surveillance Network,2009,10.1086/605041,{},classifier round 2b,excluded,"{""ESI data not used"",""Review or opinion""}"
Using Rate-Based Events To Improve Clinical Practice,NA,10.1111/j.1945-1474.2000.tb00133.x,{},classifier round 2b,excluded,"{""ESI data not used""}"
Applicability Of Satellite-Based Rainfall Algorithms For Estimating Flood-Related Rainfall Events In The Mid-Latitudes. Part I: Spatial Integration,NA,10.1111/j.1753-318x.2011.01102.x,{},classifier round 2,excluded,"{""Data is not valued""}"
Characterization Of Spatio-Temporal Patterns For Various Grace- And Gldas-Born Estimates For Changes Of Global Terrestrial Water Storage,NA,10.1016/j.gloplacha.2013.07.005,{},classifier round 2b,excluded,"{""Data is not valued""}"
Estimation Of Water Productivity In Winter Wheat Using The Aquacrop Model With Field Hyperspectral Data,NA,10.1007/s11119-016-9469-2,{},classifier round 2b,excluded,{Validation/calibration}
Monthly Streamflow Prediction By Metaheuristic Regression Approaches Considering Satellite Precipitation Data,NA,10.3390/w14223636,{},classifier round 2b,excluded,{Validation/calibration}
Application Of Gps And Gis In Sugarcane Agriculture,NA,10.1007/s12355-011-0098-9,{},classifier round 2b,excluded,"{""Data is not valued""}"
Hydrological Simulation Using Trmm And Chirps Precipitation Estimates In The Lower Lancang-Mekong River Basin,2019,10.1007/s11769-019-1014-6,{},classifier round 1,excluded,"{""Data is not valued""}"
Combined Impacts Of Land Use And Soil Property Changes On Soil Erosion In A Mollisol Area Under Long-Term Agricultural Development,2018,10.1016/j.scitotenv.2017.09.173,{},sample 1000,excluded,"{""Data is not valued""}"
Integration Of Alos Palsar And Landsat Data For Land Cover And Forest Mapping In Northern Tanzania,2016,10.3390/land5040043,{calibration},sample 1000,excluded,"{""Data is not valued""}"
Research And Prospect Of Intellectualized Air Traffic Management Technology,2018,10.15961/j.jsuese.201800688,{},classifier excl sample,excluded,"{""ESI data not used""}"
Technical Note: Dynamic Integrated Gap-Filling And Partitioning For Ozflux (Dingo),NA,10.5194/bg-14-1457-2017,{},classifier round 2b,excluded,"{""Data is not valued""}"
Extent Of Intraprotocol And Intersite Variability Of Thoracic Magnetic Resonance Acquisition Times At A Large Quaternary Institution: Mr Technologist Insights As To Its Causes,2019,10.1097/rti.0000000000000411,{},classifier round 2b,excluded,"{""ESI data not used""}"
An Overview Of Spectral Imaging Of Human Skin Toward Face Recognition,NA,10.1007/978-3-319-28501-6_1,{},classifier round 2b,excluded,"{""Data is not valued""}"
Willingness To Pay For Clean Air In China,NA,10.1016/j.jeem.2019.01.005,{},classifier round 2,excluded,"{""Data is not valued""}"
Testing Unmanned Aerial Systems For Monitoring Wildlife At Night,NA,10.1002/wsb.952,{},classifier round 2b,excluded,"{""Data is not valued""}"
Estimating Impervious Surfaces From Medium Spatial Resolution Imagery: A Comparison Between Fuzzy Classification And Lsma,NA,10.1080/01431161.2010.507258,{},classifier round 2b,excluded,{Validation/calibration}
Long-Term Degradation Prediction And Assessment With Heteroscedasticity Telemetry Data Based On Gru-Garch And Md Hybrid Method: An Application For Satellite,NA,10.1016/j.ast.2021.106826,{},classifier round 2a,excluded,"{""ESI data not used"",Validation/calibration}"
Remotely Sensed Forest Structural Complexity Predicts Multi Species Occurrence At The Landscape Scale,2013,10.1016/j.foreco.2013.07.023,{},sample 1000,excluded,"{""Data is not valued""}"
Estimating Satellite-Derived Bathymetry (Sdb) With The Google Earth Engine And Sentinel-2,NA,10.3390/rs10060859,{},classifier round 2b,excluded,{Validation/calibration}
"Assessment Of Modis-Evi, Modis-Ndvi And Vegetation-Ndvi Composite Data Using Agricultural Measurements: An Example At Corn Fields In Western Mexico",NA,10.1007/s10661-005-9006-7,{},classifier round 2a,excluded,{Validation/calibration}
Performance Assessment Of A Bathymetry System In Open Inland Waterbodies,NA,10.18520/cs/v124/i5/585-590,{},classifier round 2b,excluded,{Validation/calibration}
Lost But Not Forgotten: Identifying Unmapped And Unlisted Environmental Hazards Including Abandoned Mines,2021,10.3390/su131911011,{},classifier excl sample,excluded,"{""Data is not valued""}"
Hsi Modeling And Intelligent Optimization For Fishing Ground Forecasts Using A Genetic Algorithm,NA,10.5846/stxb201212171813,{},classifier round 2,excluded,{Validation/calibration}
"Evaluation Of Trmm 3b42-V7 Satellite-Based Precipitation Data Product In The Pearl River Basin, China: Dongjiang River And Beijiang River Basin As Examples",NA,10.14042/j.cnki.32.1309.2017.02.002,{},classifier round 2b,excluded,{Validation/calibration}
Biochar Enhances The Capacity Of Climate-Smart Agriculture To Mitigate Climate Change,NA,10.1007/978-3-030-57281-5_319,{},classifier round 2b,excluded,"{""Data is not valued""}"
The Civitavecchia Coastal Environment Monitoring System (C-Cems): A New Tool To Analyze The Conflicts Between Coastal Pressures And Sensitivity Areas,2016,10.5194/os-12-87-2016,{},classifier round 2b,excluded,{Validation/calibration}
"Population Dynamics And Movements Of Atlantic Tarpon, Megalops Atlanticus, In The Parnaiba Delta Protected Area, Brazil: Challenges For Local Fishery Management Planning",2023,10.1007/s10641-022-01307-8,{},sample 1000,excluded,"{""Data is not valued""}"
Raising Standards While Watching The Bottom Line: Making A Business Case For Infection Control,2007,10.1086/521852,"{""sentinel surveillance""}",sample 1000,excluded,"{""ESI data not used""}"
"Ecology, Environment And Education, The Role Of Erasmus+ Projects In Support To Life Programme",2020,10.5593/sgem2020/5.1/s23.115,{cco},early,excluded,"{""ESI data not used""}"
Assessing Sensitivity And Specificity Of Rapid Diagnostic Test: The Importance And Challenges Of Influenza Surveillance In Indonesia,NA,10.15562/bmj.v6i3.570,{},classifier round 2b,excluded,"{""ESI data not used""}"
New Trends in Earth-Science Outreach and Engagement,2014,https://doi.org/10.1007/978-3-319-01821-8_10,{},soc ben repo,excluded,"{""Data is not valued""}"
Perceptions Of Land Use And Land Cover Analysed Using Geospatial Data,2022,10.1016/j.apgeog.2022.102757,"{interesting,""perception vs data"",revisit}",sample 1000,excluded,"{""Data is not valued""}"
Environmental Applications Of Remote Sensing,NA,10.1016/b978-0-12-809582-9.00003-7,{},classifier round 2,excluded,"{""Data is not valued""}"
Accuracy Optimization For High Resolution Object-Based Change Detection: An Example Mapping Regional Urbanization With 1-M Aerial Imagery,NA,10.3390/rs71012654,{},classifier round 2b,excluded,{Validation/calibration}
Information Systems For Patient Follow-Up And Chronic Management Of Hiv And Tuberculosis: A Life-Saving Technology In Resource-Poor Areas,NA,10.2196/jmir.9.4.e29,{},classifier round 2b,excluded,"{""ESI data not used""}"
Managing Technical Performance Margins To Control Earth And Space Science Instrument Costs,NA,10.1080/10429247.2015.11432033,{},classifier round 2b,excluded,"{""ESI data not used""}"
Satellite Image Analysis for Disaster and Crisis-Management Support,2007,https://doi.org/10.1109/TGRS.2007.895830,{},soc ben repo,excluded,"{""Data is not valued""}"
Comparison Of Water Information Extraction Algorithms Based On Sentinel-2a Msi Data,NA,10.3788/lop202259.1228007,{},classifier round 2b,excluded,{Validation/calibration}
Gatekeepers And Sentinels: Their Consolidated Effects On Inpatient Medical Care,NA,10.1177/0193841x0102500302,{},classifier round 2b,excluded,"{""ESI data not used""}"
Landsat Imagery Spectral Trajectories-Important Variables For Spatially Predicting The Risks Of Bark Beetle Disturbance,2016,10.3390/rs8080687,{},sample 1000,excluded,"{""Data is not valued""}"
The Surface Geology Of The Prince Edward Islands: Refined Spatial Data And Call For Geoconservation,2021,10.25131/sajg.124.0014,"{""geoheritage value""}",sample 1000,excluded,"{""Data is not valued""}"
A Complex Aerosol Transport Event Over Europe During The 2017 Storm Ophelia In Cams Forecast Systems: Analysis And Evaluation,2020,10.5194/acp-20-13557-2020,{calibration},sample 1000,excluded,"{""Data is not valued""}"
Mapping Aquaculture Ponds For The Coastal Zone Of Asia With Sentinel-1 And Sentinel-2 Time Series,2022,10.3390/rs14010153,{},classifier excl sample,excluded,"{""Data is not valued"",Validation/calibration}"
Water Use Efficiency Of Corn Among The Irrigation Districts Across The Duero River Basin (Spain): Estimation Of Local Crop Coefficients By Satellite Images,2019,10.1016/j.agwat.2018.08.042,{},classifier round 2b,excluded,"{""Data is not valued""}"
Characterizing Uncertainty Of General Building Stock Exposure Data,2022,10.1177/87552930221079852,{},sample 1000,excluded,"{""Data is not valued""}"
A Review Of Best Management Practices For Potato Crop Using Precision Agricultural Technologies,2023,10.1016/j.atech.2023.100220,{},classifier excl sample,excluded,"{""Review or opinion""}"
Capacity Building Approach and Application: Utilization of Earth Observation Data and Geospatial Information Technology in the Hindu Kush Himalaya,2019,https://doi.org/10.3389/fenvs.2019.00165,{},soc ben repo,excluded,"{""Data is not valued""}"
"Diversification Of Land Surface Temperature Change Under Urban Landscape Renewal: A Case Study In The Main City Of Shenzhen, China",2017,10.3390/rs9090919,{},classifier round 1,excluded,"{""Data is not valued""}"
Perspectives: The Wicked Problem Of Defining And Inventorying Mature And Old-Growth Forests,2023,10.1016/j.foreco.2023.121350,{},classifier round 2b,excluded,"{""Data is not valued""}"
"The Management Of The World, Nature And Society: Vision Of The Environmental Conflict From The Conception And Management Of The Natural Environment Of A Colombian Indigenous Community",2017,10.17151/luaz.2017.45.18,{},classifier excl sample,excluded,"{""Data is not valued""}"
Integration Of Farm Financial Accounting And Farm Management Information Systems For Better Sustainability Reporting,NA,10.3390/electronics12061485,{},classifier round 2,excluded,"{""Data is not valued""}"
Spatial Data Reduction Through Element-Of-Interest (Eoi) Extraction,NA,10.1007/978-3-030-55462-0_5,{},classifier round 2b,excluded,"{""ESI data not used"",""Data is not valued""}"
Improving The Efficiency Of Conservation Policies With The Use Of Surrogates Derived From Remotely Sensed And Ancillary Data,2013,10.1016/j.ecolind.2012.10.020,{},sample 1000,excluded,"{""Data is not valued""}"
A Multiscalar Approach To Mapping Marginal Agricultural Land: Smallholder Agriculture In Malawi,2018,10.1080/24694452.2017.1403877,{},classifier round 1,excluded,"{""Data is not valued""}"
Geostationary Satellite Station-Keeping Using Convex Optimization,NA,10.2514/1.g001302,{},classifier round 2a,excluded,"{""No societal value context"",""ESI data not used""}"
"Remote Sensing-Based Assessment Of Ecosystem Health By Optimizing Vigor-Organization-Resilience Model: A Case Study In Fuzhou City, China",2022,10.1016/j.ecoinf.2022.101889,{},classifier excl sample,excluded,"{""Data is not valued""}"
"Impact Of Land Use/Cover Change On Ecosystem Service Values In The Kilombero Valley Floodplain, Southeastern Tanzania",2020,10.3390/f11010109,{},classifier excl sample,excluded,"{""Data is not valued""}"
Effects Of Vegetation Restoration On Soil Conservation And Sediment Loads In China: A Critical Review,2013,10.1080/10643389.2011.644225,{},sample 1000,excluded,"{""Data is not valued"",""Review or opinion""}"
On The Decline In State Population Distribution: A Coasean Role For Section 111 Of The Australian Constitution?,NA,10.1016/j.irle.2022.106092,{},classifier round 2b,excluded,"{""ESI data not used""}"
"Covid-19 Lockdown And The Impact On Mobility, Air Quality, And Utility Consumption: A Case Study From Sharjah, United Arab Emirates",2022,10.3390/su14031767,{},classifier excl sample,excluded,"{""Data is not valued""}"
Estimating The Impact Of Pollution On Wages And Housing Prices Using Satellite Imagery,NA,10.1080/13504851.2020.1853665,{},classifier round 2b,excluded,"{""Data is not valued""}"
Global warming uncertainties and the value of information: an analysis using CETA,1993,https://doi.org/10.1016/0928-7655(93)90019-Q,{},soc ben repo,excluded,"{""Valued data is not ESI""}"
Machine Learning Approaches For Burned Area Identification Using Sentinel-2 In Central Kalimantan,NA,10.5937/jaes18-25495,{},classifier round 2a,excluded,{Validation/calibration}
Efficiency Of Artificial Neural Networks In The Use And Soil Classification Of The Japaratuba River Hydrographic Basin - Se,NA,10.1590/0102-7786355000009,{},classifier round 2b,excluded,{Validation/calibration}
Evaluating Landscape Options For Corridor Restoration Between Giant Panda Reserves,NA,10.1371/journal.pone.0105086,{},classifier round 2,excluded,"{""Data is not valued""}"
NASA Harvest(ing) Earth Observations for Informed Agricultural Decisions,2020,https://doi.org/10.1109/IGARSS39084.2020.9324176,{},soc ben repo,excluded,"{""Value is not measured"",""Data is not valued""}"
